0.000000000000000000e+00 4.472135954999579277e-01
1.525349318103700558e+00 6.324555320336758824e-01
3.003176720518569542e+00 7.745966692414834043e-01
4.387854840370212450e+00 8.944271909999158554e-01
5.637469878730470008e+00 1.000000000000000000e+00
6.715492575514045548e+00 1.095445115010332149e+00
7.592234515803357731e+00 1.183215956619923181e+00
8.246031713264095231e+00 1.264911064067351765e+00
8.664108284915696956e+00 1.341640786499873839e+00
8.843085785269170884e+00 1.414213562373095145e+00
8.789117894287423738e+00 1.483239697419132641e+00
8.517645089584206630e+00 1.549193338482966809e+00
8.052779083306905505e+00 1.612451549659710048e+00
7.426341564262117778e+00 1.673320053068151125e+00
6.676595567602097603e+00 1.732050807568877193e+00
5.846720048359203226e+00 1.788854381999831711e+00
4.983088472767852828e+00 1.843908891458577504e+00
4.133420054505679175e+00 1.897366596101027536e+00
3.344877340230885121e+00 1.949358868961792668e+00
2.662185987677019305e+00 2.000000000000000000e+00
2.125851694819098192e+00 2.049390153191919861e+00
1.770545365518470859e+00 2.097617696340303262e+00
1.623720889996237204e+00 2.144761058952721733e+00
1.704520644865880286e+00 2.190890230020664298e+00
2.023012346984955911e+00 2.236067977499789805e+00
2.579787685354503424e+00 2.280350850198276103e+00
3.365938732345747475e+00 2.323790007724450213e+00
4.363413074664077129e+00 2.366431913239846363e+00
5.545733506099404408e+00 2.408318915758459244e+00
6.879053590184121880e+00 2.449489742783177881e+00
8.323507010806444839e+00 2.489979919597746338e+00
9.834796916428356184e+00 2.529822128134703529e+00
1.136596189576962779e+01 2.569046515733025782e+00
1.286924818108026614e+01 2.607680962081059484e+00
1.429801344016498277e+01 2.645751311064590716e+00
1.560858625897940044e+01 2.683281572999747677e+00
1.676200718309491933e+01 2.720294101747088522e+00
1.772558190820309676e+01 2.756809750418044214e+00
1.847418469885558423e+01 2.792848008753788136e+00
1.899126007224763057e+01 2.828427124746190291e+00
1.926948281307362265e+01 2.863564212655270502e+00
1.931105000674530459e+01 2.898275349237887877e+00
1.912759344852968368e+01 2.932575659723036132e+00
1.873971592057801416e+01 2.966479394838265282e+00
1.817616982401723646e+01 3.000000000000000000e+00
1.747271091145054100e+01 3.033150177620620003e+00
1.667067281793481826e+01 3.065941943351178534e+00
1.581531921938681329e+01 3.098386676965933617e+00
1.495403931266212183e+01 3.130495168499705549e+00
1.413445855782176253e+01 3.162277660168379523e+00
1.340254000133044876e+01 3.193743884534262278e+00
1.280075187443874540e+01 3.224903099319420097e+00
1.236637451881940919e+01 3.255764119219941133e+00
1.213001413698982844e+01 3.286335345030996891e+00
1.211438261960105045e+01 3.316624790355399810e+00
1.233339209402911152e+01 3.346640106136302251e+00
1.279160029175876367e+01 3.376388603226826657e+00
1.348402884601194529e+01 3.405877273185279996e+00
1.439636176352107810e+01 3.435112807463533535e+00
1.550551615800393357e+01 3.464101615137754386e+00
1.639028124599869329e+01 3.441633364241188264e+00
1.725864548662284648e+01 3.420137897957157058e+00
1.816985414032173907e+01 3.398124669732422554e+00
1.910086914166340932e+01 3.375604686990318015e+00
2.002786280863794843e+01 3.352588489740410793e+00
2.092716777714658960e+01 3.329086178259103690e+00
2.177622054412167074e+01 3.305107438709036671e+00
2.255446100319067781e+01 3.280661566880477942e+00
2.324415211123615421e+01 3.255757490219059136e+00
2.383108700833231453e+01 3.230403788287598665e+00
2.430515540041794509e+01 3.204608711795033482e+00
2.466074662481575430e+01 3.178380200312405535e+00
2.489697332964783172e+01 3.151725898784235369e+00
2.501770684975484471e+01 3.124653172933285816e+00
2.503142286879261746e+01 3.097169123647468325e+00
2.495086352047135136e+01 3.069280600429423078e+00
2.479252939989473248e+01 3.040994213981908612e+00
2.457602173690377612e+01 3.012316347995543708e+00
2.432326095689833068e+01 2.983253170199492210e+00
2.405761278265028835e+01 2.953810642730346103e+00
2.380295671667147062e+01 2.923994531869679836e+00
2.358273404080460267e+01 2.893810417196385210e+00
2.341901328628949130e+01 2.863263700196017503e+00
2.333161043106377264e+01 2.832359612365828561e+00
2.333729889925548662e+01 2.801103222850972685e+00
2.344914085769466183e+01 2.769499445644476587e+00
2.367596646854187981e+01 2.737553046380922339e+00
2.402202185858810068e+01 2.705268648751416372e+00
2.448679983957896056e+01 2.672650740565235772e+00
2.506506012820992524e+01 2.639703679481565146e+00
2.574703825968497028e+01 2.606431698432938315e+00
2.651883486611448149e+01 2.572838910760354203e+00
2.736296980045097627e+01 2.538929315078513937e+00
2.825907901479013873e+01 2.504706799888289481e+00
2.918472641069822870e+01 2.470175147952229366e+00
3.011629829565552541e+01 2.435338040447788011e+00
3.102994478645968712e+01 2.400199060911898385e+00
3.190253062880642432e+01 2.364761698989524152e+00
3.271255752687107332e+01 2.329029353997952079e+00
3.344102121252131354e+01 2.293005338317756436e+00
